"Path","LineNumber","Line"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2104","for command in PIPELINE_BLOCKED_COMMANDS:"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2109","    setattr(ClusterPipeline, command, block_pipeline_command(command))"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2112","class PipelineCommand:"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2126","    async def initialize(self) -> ""ClusterPipeline"":"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2130","        See ClusterPipeline.initialize()"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2137","    ) -> ""ClusterPipeline"":"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2139","        Append a raw command to the pipeline."
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2141","        See ClusterPipeline.execute_command()"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2150","        Execute the pipeline."
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2155","        See ClusterPipeline.execute()"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2162","    ) -> ""ClusterPipeline"":"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2166","        See ClusterPipeline.mset_nonatomic()"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2175","        See: ClusterPipeline.reset()"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2184","        See: ClusterPipeline.multi()"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2193","        See: ClusterPipeline.watch()"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2202","        See: ClusterPipeline.unwatch()"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2215","        See: ClusterPipeline.unlink()"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2225","    def __init__(self, pipe: ClusterPipeline) -> None:"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2226","        self._pipe: ClusterPipeline = pipe"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2227","        self._command_queue: List[""PipelineCommand""] = []"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2229","    async def initialize(self) -> ""ClusterPipeline"":"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2237","    ) -> ""ClusterPipeline"":"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2239","            PipelineCommand(len(self._command_queue), *args, **kwargs)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2249","            f""Command # {number} ({truncate_text(cmd)}) of pipeline """
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2257","    ) -> ""ClusterPipeline"":"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2294","class PipelineStrategy(AbstractStrategy):"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2295","    def __init__(self, pipe: ClusterPipeline) -> None:"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2300","    ) -> ""ClusterPipeline"":"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2348","        stack: List[""PipelineCommand""],"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2416","                asyncio.create_task(node[0].execute_pipeline(node[1]))"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2432","                command_name=""PIPELINE"","
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2460","                            f""of pipeline caused error: {result.args}"""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2473","                    # This pipeline execution used the default node, check if we need"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2488","        Reset back to empty pipeline."
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2515","                ""unlinking multiple keys is not implemented in pipeline command"""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2533","    def __init__(self, pipe: ClusterPipeline) -> None:"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2537","        self._pipeline_slots: Set[int] = set()"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2550","        Find a connection for a pipeline transaction."
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2557","        if not self._pipeline_slots:"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2563","            list(self._pipeline_slots)[0], False"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2574","        # Given the limitation of ClusterPipeline sync API, we have to run it in thread."
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2612","                if self._pipeline_slots and slot_number not in self._pipeline_slots:"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2617","                self._pipeline_slots.add(slot_number)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2627","                self._pipeline_slots.add(slot_number)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2760","    ) -> ""ClusterPipeline"":"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2767","        if not stack and (not self._watching or not self._pipeline_slots):"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2773","        self, stack: List[""PipelineCommand""], raise_on_error: bool"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2784","        self, stack: List[""PipelineCommand""], raise_on_error: bool"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2786","        if len(self._pipeline_slots) > 1:"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2799","            [PipelineCommand(0, ""MULTI"")],"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2801","            [PipelineCommand(0, ""EXEC"")],"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2866","            raise InvalidPipelineStack("
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2867","                ""Unexpected response length for cluster pipeline EXEC."""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\cluster.py","2929","        self._pipeline_slots = set()"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\connection.py","530","        # Set the library name and version from driver_info, pipeline for lower startup latency"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\connection.py","554","        # if a database is specified, switch to it. Also pipeline this"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\connection.py","558","        # read responses from pipeline"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\utils.py","4","    from redis.asyncio.client import Pipeline, Redis"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\utils.py","19","class pipeline:  # noqa: N801"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\utils.py","21","        self.p: ""Pipeline"" = redis_obj.pipeline()"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\asyncio\utils.py","23","    async def __aenter__(self) -> ""Pipeline"":"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\json\__init__.py","104","    def pipeline(self, transaction=True, shard_hint=None):"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\json\__init__.py","105","        """"""Creates a pipeline for the JSON module, that can be used for executing"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\json\__init__.py","111","        pipe = r.json().pipeline()"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\json\__init__.py","117","            p = ClusterPipeline("
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\json\__init__.py","130","            p = Pipeline("
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\json\__init__.py","142","class ClusterPipeline(JSONCommands, redis.cluster.ClusterPipeline):"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\json\__init__.py","143","    """"""Cluster pipeline for the module."""""""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\json\__init__.py","146","class Pipeline(JSONCommands, redis.client.Pipeline):"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\json\__init__.py","147","    """"""Pipeline for the module."""""""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\json\commands.py","235","        For the purpose of using this within a pipeline, this command is also"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\json\commands.py","264","        For the purpose of using this within a pipeline, this command is also"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\search\__init__.py","1","from redis.client import Pipeline as RedisPipeline"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\search\__init__.py","3","from ...asyncio.client import Pipeline as AsyncioPipeline"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\search\__init__.py","27","        document indexing in pipelines, flushing it every N documents."
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\search\__init__.py","33","            self._pipeline = client.pipeline(transaction=False, shard_hint=None)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\search\__init__.py","58","                conn=self._pipeline,"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\search\__init__.py","77","                doc_id, conn=self._pipeline, score=score, replace=replace"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\search\__init__.py","88","            self._pipeline.execute()"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\search\__init__.py","102","        self._pipeline = client.pipeline"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\search\__init__.py","114","    def pipeline(self, transaction=True, shard_hint=None):"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\search\__init__.py","115","        """"""Creates a pipeline for the SEARCH module, that can be used for executing"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\search\__init__.py","118","        p = Pipeline("
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\search\__init__.py","132","        document indexing in pipelines, flushing it every N documents."
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\search\__init__.py","151","                conn=self._pipeline,"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\search\__init__.py","169","            await self._pipeline.execute()"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\search\__init__.py","172","    def pipeline(self, transaction=True, shard_hint=None):"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\search\__init__.py","173","        """"""Creates a pipeline for the SEARCH module, that can be used for executing"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\search\__init__.py","176","        p = AsyncPipeline("
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\search\__init__.py","186","class Pipeline(SearchCommands, RedisPipeline):"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\search\__init__.py","187","    """"""Pipeline for the module."""""""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\search\__init__.py","190","class AsyncPipeline(AsyncSearchCommands, AsyncioPipeline, Pipeline):"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\search\__init__.py","191","    """"""AsyncPipeline for the module."""""""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\search\commands.py","6","from redis.client import NEVER_DECODE, Pipeline"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\search\commands.py","556","        if isinstance(res, Pipeline):"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\search\commands.py","572","    ) -> Union[HybridResult, HybridCursorResult, Pipeline]:"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\search\commands.py","612","        if isinstance(res, Pipeline):"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\search\commands.py","890","        pipe = self.pipeline(transaction=False)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\search\commands.py","1050","        if isinstance(res, Pipeline):"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\search\commands.py","1066","    ) -> Union[HybridResult, HybridCursorResult, Pipeline]:"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\search\commands.py","1106","        if isinstance(res, Pipeline):"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\search\commands.py","1232","        pipe = self.pipeline(transaction=False)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\timeseries\__init__.py","67","    def pipeline(self, transaction=True, shard_hint=None):"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\timeseries\__init__.py","68","        """"""Creates a pipeline for the TimeSeries module, that can be used"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\timeseries\__init__.py","74","        pipe = r.ts().pipeline()"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\timeseries\__init__.py","76","            pipeline.add(""with_pipeline"", i, 1.1 * i)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\timeseries\__init__.py","77","        pipeline.execute()"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\timeseries\__init__.py","81","            p = ClusterPipeline("
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\timeseries\__init__.py","94","            p = Pipeline("
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\timeseries\__init__.py","103","class ClusterPipeline(TimeSeriesCommands, redis.cluster.ClusterPipeline):"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\timeseries\__init__.py","104","    """"""Cluster pipeline for the module."""""""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\timeseries\__init__.py","107","class Pipeline(TimeSeriesCommands, redis.client.Pipeline):"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\timeseries\__init__.py","108","    """"""Pipeline for the module."""""""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\cluster.py","194","    def _execute_pipeline_by_slot("
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\cluster.py","198","        pipe = self.pipeline()"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\cluster.py","241","        # Execute commands using a pipeline"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\cluster.py","242","        res = self._execute_pipeline_by_slot(""MGET"", slots_to_keys)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\cluster.py","263","        # Execute commands using a pipeline & return list of replies"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\cluster.py","264","        return self._execute_pipeline_by_slot(""MSET"", slots_to_pairs)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\cluster.py","276","        return sum(self._execute_pipeline_by_slot(command, slots_to_keys))"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\cluster.py","353","        # Execute commands using a pipeline"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\cluster.py","354","        res = await self._execute_pipeline_by_slot(""MGET"", slots_to_keys)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\cluster.py","375","        # Execute commands using a pipeline & return list of replies"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\cluster.py","376","        return await self._execute_pipeline_by_slot(""MSET"", slots_to_pairs)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\cluster.py","388","        return sum(await self._execute_pipeline_by_slot(command, slots_to_keys))"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\cluster.py","390","    async def _execute_pipeline_by_slot("
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\cluster.py","396","        pipe = self.pipeline()"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\core.py","1668","        used to create this instance was a pipeline, the list of values"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\core.py","1669","        will be present within the pipeline's execute."
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\core.py","2828","        warnings.warn(DeprecationWarning(""Call WATCH from a Pipeline object""))"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\core.py","2836","        warnings.warn(DeprecationWarning(""Call UNWATCH from a Pipeline object""))"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\core.py","6219","        from redis.client import Pipeline"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\core.py","6221","        if isinstance(client, Pipeline):"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\core.py","6222","            # Make sure the pipeline can register the script before executing."
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\core.py","6290","        from redis.asyncio.client import Pipeline"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\core.py","6292","        if isinstance(client, Pipeline):"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\commands\core.py","6293","            # Make sure the pipeline can register the script before executing."
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\multidb\client.py","290","    def pipeline(self):"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\multidb\client.py","292","        Enters into pipeline mode of the client."
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\multidb\client.py","294","        return Pipeline(self)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\multidb\client.py","296","    def transaction(self, func: Callable[[""Pipeline""], None], *watches, **options):"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\multidb\client.py","437","class Pipeline(RedisModuleCommands, CoreCommands):"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\multidb\client.py","439","    Pipeline implementation for multiple logical Redis databases."
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\multidb\client.py","446","    def __enter__(self) -> ""Pipeline"":"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\multidb\client.py","462","        """"""Pipeline instances should always evaluate to True"""""""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\multidb\client.py","469","        """"""Close the pipeline"""""""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\multidb\client.py","472","    def pipeline_execute_command(self, *args, **options) -> ""Pipeline"":"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\multidb\client.py","476","        Returns the current Pipeline object back so commands can be"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\multidb\client.py","489","        return self.pipeline_execute_command(*args, **kwargs)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\multidb\client.py","492","        """"""Execute all the commands in the current pipeline"""""""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\multidb\client.py","497","            return self._client.command_executor.execute_pipeline("
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\multidb\command_executor.py","5","from redis.client import Pipeline, PubSub, PubSubWorkerThread"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\multidb\command_executor.py","138","    def execute_pipeline(self, command_stack: tuple):"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\multidb\command_executor.py","139","        """"""Executes a stack of commands in pipeline."""""""
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\multidb\command_executor.py","144","        self, transaction: Callable[[Pipeline], None], *watches, **options"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\multidb\command_executor.py","263","    def execute_pipeline(self, command_stack: tuple):"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\multidb\command_executor.py","265","            with self._active_database.client.pipeline() as pipe:"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\multidb\command_executor.py","276","        self, transaction: Callable[[Pipeline], None], *watches, **options"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\observability\attributes.py","145","            batch_size: Number of commands in batch (for pipelines/transactions)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\observability\metrics.py","502","            batch_size: Number of commands in batch (for pipelines/transactions)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\observability\recorder.py","80","        batch_size: Number of commands in batch (for pipelines/transactions)"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\__init__.py","22","    InvalidPipelineStack,"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\__init__.py","70","    ""InvalidPipelineStack"","
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\client.py","130","    Pipelines derive from this, implementing how"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\client.py","135","    It is not safe to pass PubSub or Pipeline objects between threads."
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\client.py","514","    def pipeline(self, transaction=True, shard_hint=None) -> ""Pipeline"":"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\client.py","516","        Return a new pipeline object that can queue multiple commands for"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\client.py","519","        atomic, pipelines are useful for reducing the back-and-forth overhead"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\client.py","522","        return Pipeline("
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\client.py","527","        self, func: Callable[[""Pipeline""], None], *watches, **kwargs"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\redis\client.py","532","        should expect a single argument which is a Pipeline object."
