"FullName","Name","Extension","Length","LastWriteTime"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\test_pipeline\f312a7ed3210519b\artifacts\final_audit_report.md","final_audit_report.md",".md","109","16/06/2026 16:12:58"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\test_pipeline\f312a7ed3210519b\artifacts\markov_matrix.json","markov_matrix.json",".json","573","16/06/2026 16:12:58"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\test_pipeline\f3fd75107a83ee90\artifacts\event_matrix.json","event_matrix.json",".json","610","06/06/2026 15:41:47"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\test_pipeline\f3fd75107a83ee90\artifacts\final_audit_report.md","final_audit_report.md",".md","109","06/06/2026 15:41:47"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\test_pipeline\f3fd75107a83ee90\artifacts\markov_matrix.json","markov_matrix.json",".json","573","06/06/2026 15:41:47"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\test_pipeline\f8cedccf3b2b091f\artifacts\event_matrix.json","event_matrix.json",".json","610","06/06/2026 15:39:38"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\test_pipeline\f8cedccf3b2b091f\artifacts\final_audit_report.md","final_audit_report.md",".md","109","06/06/2026 15:39:38"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\test_pipeline\f8cedccf3b2b091f\artifacts\markov_matrix.json","markov_matrix.json",".json","573","06/06/2026 15:39:38"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\test_pipeline\fcccd72be2929d78\artifacts\event_matrix.json","event_matrix.json",".json","610","16/06/2026 13:09:22"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\test_pipeline\fcccd72be2929d78\artifacts\final_audit_report.md","final_audit_report.md",".md","109","16/06/2026 13:09:22"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\test_pipeline\fcccd72be2929d78\artifacts\markov_matrix.json","markov_matrix.json",".json","573","16/06/2026 13:09:22"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\test_pipeline\fce736336af38348\artifacts\event_matrix.json","event_matrix.json",".json","610","16/06/2026 20:57:33"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\test_pipeline\fce736336af38348\artifacts\final_audit_report.md","final_audit_report.md",".md","109","16/06/2026 20:57:33"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\test_pipeline\fce736336af38348\artifacts\markov_matrix.json","markov_matrix.json",".json","573","16/06/2026 20:57:33"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\test_pipeline\fe0681c0d78fecfb\artifacts\event_matrix.json","event_matrix.json",".json","610","17/06/2026 09:10:27"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\test_pipeline\fe0681c0d78fecfb\artifacts\final_audit_report.md","final_audit_report.md",".md","109","17/06/2026 09:10:27"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.46X_USDE_CORE\test_pipeline\fe0681c0d78fecfb\artifacts\markov_matrix.json","markov_matrix.json",".json","573","17/06/2026 09:10:27"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.47B_LEDGER\scientific_ledger.jsonl","scientific_ledger.jsonl",".jsonl","7039","17/06/2026 10:30:21"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4.48_ARCHITECTURE_RECONCILIATION\architecture_scan.json","architecture_scan.json",".json","514419","06/06/2026 17:21:06"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_103_AUTOMATED_SAFE_ABSORPTION_LOOP_20260608_121212\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","278","08/06/2026 15:00:47"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_103_AUTOMATED_SAFE_ABSORPTION_LOOP_20260608_121212\shard_0001\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","270","08/06/2026 12:28:47"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_103_AUTOMATED_SAFE_ABSORPTION_LOOP_20260608_121212\shard_0001\SAFE_ABSORPTION_SHARD_MATRIX.json","SAFE_ABSORPTION_SHARD_MATRIX.json",".json","15883","08/06/2026 12:28:47"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_103_AUTOMATED_SAFE_ABSORPTION_LOOP_20260608_121212\shard_0002\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","271","08/06/2026 12:45:36"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_103_AUTOMATED_SAFE_ABSORPTION_LOOP_20260608_121212\shard_0002\SAFE_ABSORPTION_SHARD_MATRIX.json","SAFE_ABSORPTION_SHARD_MATRIX.json",".json","20340","08/06/2026 12:45:36"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_103_AUTOMATED_SAFE_ABSORPTION_LOOP_20260608_121212\shard_0003\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","270","08/06/2026 13:02:41"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_103_AUTOMATED_SAFE_ABSORPTION_LOOP_20260608_121212\shard_0003\SAFE_ABSORPTION_SHARD_MATRIX.json","SAFE_ABSORPTION_SHARD_MATRIX.json",".json","21612","08/06/2026 13:02:41"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_103_AUTOMATED_SAFE_ABSORPTION_LOOP_20260608_121212\shard_0004\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","271","08/06/2026 13:18:43"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_103_AUTOMATED_SAFE_ABSORPTION_LOOP_20260608_121212\shard_0004\SAFE_ABSORPTION_SHARD_MATRIX.json","SAFE_ABSORPTION_SHARD_MATRIX.json",".json","24157","08/06/2026 13:18:43"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_103_AUTOMATED_SAFE_ABSORPTION_LOOP_20260608_121212\shard_0005\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","271","08/06/2026 13:34:22"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_103_AUTOMATED_SAFE_ABSORPTION_LOOP_20260608_121212\shard_0005\SAFE_ABSORPTION_SHARD_MATRIX.json","SAFE_ABSORPTION_SHARD_MATRIX.json",".json","23390","08/06/2026 13:34:22"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_103_AUTOMATED_SAFE_ABSORPTION_LOOP_20260608_121212\shard_0006\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","271","08/06/2026 13:50:01"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_103_AUTOMATED_SAFE_ABSORPTION_LOOP_20260608_121212\shard_0006\SAFE_ABSORPTION_SHARD_MATRIX.json","SAFE_ABSORPTION_SHARD_MATRIX.json",".json","23577","08/06/2026 13:50:01"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_103_AUTOMATED_SAFE_ABSORPTION_LOOP_20260608_121212\shard_0007\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","270","08/06/2026 14:07:51"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_103_AUTOMATED_SAFE_ABSORPTION_LOOP_20260608_121212\shard_0007\SAFE_ABSORPTION_SHARD_MATRIX.json","SAFE_ABSORPTION_SHARD_MATRIX.json",".json","21587","08/06/2026 14:07:51"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_103_AUTOMATED_SAFE_ABSORPTION_LOOP_20260608_121212\shard_0008\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","269","08/06/2026 14:25:55"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_103_AUTOMATED_SAFE_ABSORPTION_LOOP_20260608_121212\shard_0008\SAFE_ABSORPTION_SHARD_MATRIX.json","SAFE_ABSORPTION_SHARD_MATRIX.json",".json","23112","08/06/2026 14:25:55"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_103_AUTOMATED_SAFE_ABSORPTION_LOOP_20260608_121212\shard_0009\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","270","08/06/2026 14:43:22"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_103_AUTOMATED_SAFE_ABSORPTION_LOOP_20260608_121212\shard_0009\SAFE_ABSORPTION_SHARD_MATRIX.json","SAFE_ABSORPTION_SHARD_MATRIX.json",".json","23284","08/06/2026 14:43:22"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_103_AUTOMATED_SAFE_ABSORPTION_LOOP_20260608_121212\shard_0010\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","271","08/06/2026 15:00:04"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_103_AUTOMATED_SAFE_ABSORPTION_LOOP_20260608_121212\shard_0010\SAFE_ABSORPTION_SHARD_MATRIX.json","SAFE_ABSORPTION_SHARD_MATRIX.json",".json","23746","08/06/2026 15:00:04"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","278","10/06/2026 19:49:52"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0033\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","284","08/06/2026 15:48:27"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0033\SAFE_ABSORPTION_SHARD_MATRIX.json","SAFE_ABSORPTION_SHARD_MATRIX.json",".json","18594","08/06/2026 15:48:27"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0034\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","284","08/06/2026 16:08:50"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0034\SAFE_ABSORPTION_SHARD_MATRIX.json","SAFE_ABSORPTION_SHARD_MATRIX.json",".json","19500","08/06/2026 16:08:50"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0035\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","285","08/06/2026 16:27:48"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0035\SAFE_ABSORPTION_SHARD_MATRIX.json","SAFE_ABSORPTION_SHARD_MATRIX.json",".json","21999","08/06/2026 16:27:48"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0036\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","284","08/06/2026 16:44:50"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0036\SAFE_ABSORPTION_SHARD_MATRIX.json","SAFE_ABSORPTION_SHARD_MATRIX.json",".json","29535","08/06/2026 16:44:50"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0037\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","283","08/06/2026 17:03:24"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0037\SAFE_ABSORPTION_SHARD_MATRIX.json","SAFE_ABSORPTION_SHARD_MATRIX.json",".json","23964","08/06/2026 17:03:24"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0038\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","283","08/06/2026 17:22:01"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0038\SAFE_ABSORPTION_SHARD_MATRIX.json","SAFE_ABSORPTION_SHARD_MATRIX.json",".json","26144","08/06/2026 17:22:01"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0039\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","283","08/06/2026 17:41:39"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0039\SAFE_ABSORPTION_SHARD_MATRIX.json","SAFE_ABSORPTION_SHARD_MATRIX.json",".json","26076","08/06/2026 17:41:39"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0040\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","284","08/06/2026 18:00:51"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0040\SAFE_ABSORPTION_SHARD_MATRIX.json","SAFE_ABSORPTION_SHARD_MATRIX.json",".json","25232","08/06/2026 18:00:51"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0041\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","284","08/06/2026 18:20:25"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0041\SAFE_ABSORPTION_SHARD_MATRIX.json","SAFE_ABSORPTION_SHARD_MATRIX.json",".json","22712","08/06/2026 18:20:25"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0042\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","284","08/06/2026 18:37:34"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0042\SAFE_ABSORPTION_SHARD_MATRIX.json","SAFE_ABSORPTION_SHARD_MATRIX.json",".json","23218","08/06/2026 18:37:34"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0043\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","285","08/06/2026 18:54:41"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0043\SAFE_ABSORPTION_SHARD_MATRIX.json","SAFE_ABSORPTION_SHARD_MATRIX.json",".json","22719","08/06/2026 18:54:41"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0044\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","285","08/06/2026 19:12:23"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0044\SAFE_ABSORPTION_SHARD_MATRIX.json","SAFE_ABSORPTION_SHARD_MATRIX.json",".json","19594","08/06/2026 19:12:23"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0045\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","284","08/06/2026 19:29:53"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0045\SAFE_ABSORPTION_SHARD_MATRIX.json","SAFE_ABSORPTION_SHARD_MATRIX.json",".json","16461","08/06/2026 19:29:53"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0046\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","283","08/06/2026 19:47:37"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0046\SAFE_ABSORPTION_SHARD_MATRIX.json","SAFE_ABSORPTION_SHARD_MATRIX.json",".json","15833","08/06/2026 19:47:37"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0047\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","283","08/06/2026 20:04:26"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0047\SAFE_ABSORPTION_SHARD_MATRIX.json","SAFE_ABSORPTION_SHARD_MATRIX.json",".json","15180","08/06/2026 20:04:26"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0048\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","283","08/06/2026 20:21:37"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0048\SAFE_ABSORPTION_SHARD_MATRIX.json","SAFE_ABSORPTION_SHARD_MATRIX.json",".json","15308","08/06/2026 20:21:37"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0049\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","283","08/06/2026 20:38:53"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0049\SAFE_ABSORPTION_SHARD_MATRIX.json","SAFE_ABSORPTION_SHARD_MATRIX.json",".json","15692","08/06/2026 20:38:53"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0050\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","282","08/06/2026 20:56:30"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0050\SAFE_ABSORPTION_SHARD_MATRIX.json","SAFE_ABSORPTION_SHARD_MATRIX.json",".json","15129","08/06/2026 20:56:30"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0051\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","283","08/06/2026 21:15:22"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0051\SAFE_ABSORPTION_SHARD_MATRIX.json","SAFE_ABSORPTION_SHARD_MATRIX.json",".json","15364","08/06/2026 21:15:22"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0052\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","284","08/06/2026 21:32:37"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0052\SAFE_ABSORPTION_SHARD_MATRIX.json","SAFE_ABSORPTION_SHARD_MATRIX.json",".json","15768","08/06/2026 21:32:37"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0053\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","283","08/06/2026 21:49:47"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0053\SAFE_ABSORPTION_SHARD_MATRIX.json","SAFE_ABSORPTION_SHARD_MATRIX.json",".json","15552","08/06/2026 21:49:47"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0054\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","283","08/06/2026 22:07:24"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0054\SAFE_ABSORPTION_SHARD_MATRIX.json","SAFE_ABSORPTION_SHARD_MATRIX.json",".json","16284","08/06/2026 22:07:24"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0055\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","283","08/06/2026 22:24:01"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0055\SAFE_ABSORPTION_SHARD_MATRIX.json","SAFE_ABSORPTION_SHARD_MATRIX.json",".json","17277","08/06/2026 22:24:01"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0056\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","284","08/06/2026 22:40:24"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0056\SAFE_ABSORPTION_SHARD_MATRIX.json","SAFE_ABSORPTION_SHARD_MATRIX.json",".json","27220","08/06/2026 22:40:24"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0057\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","284","08/06/2026 22:55:47"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0057\SAFE_ABSORPTION_SHARD_MATRIX.json","SAFE_ABSORPTION_SHARD_MATRIX.json",".json","31611","08/06/2026 22:55:47"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0058\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","284","08/06/2026 23:12:03"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0058\SAFE_ABSORPTION_SHARD_MATRIX.json","SAFE_ABSORPTION_SHARD_MATRIX.json",".json","29548","08/06/2026 23:12:03"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0059\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","284","08/06/2026 23:28:23"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0059\SAFE_ABSORPTION_SHARD_MATRIX.json","SAFE_ABSORPTION_SHARD_MATRIX.json",".json","31967","08/06/2026 23:28:23"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0060\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","284","08/06/2026 23:44:02"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0060\SAFE_ABSORPTION_SHARD_MATRIX.json","SAFE_ABSORPTION_SHARD_MATRIX.json",".json","26826","08/06/2026 23:44:02"
"C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P4_106_CONTINUOUS_AUTONOMOUS_ABSORPTION_RUNTIME_20260608_152945\shard_0061\FINAL_TRUTH_LEDGER.json","FINAL_TRUTH_LEDGER.json",".json","284","09/06/2026 00:00:55"
