"name","path","modified","hit"
"LICENSE.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\pip-26.1.1.dist-info\licenses\LICENSE.txt","19/05/2026 15:05:46","ACTION"
"LICENSE.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\pip-26.1.1.dist-info\licenses\src\pip\_vendor\distlib\LICENSE.txt","19/05/2026 15:05:46","Common"
"LICENSE.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\pip-26.1.1.dist-info\licenses\src\pip\_vendor\urllib3\LICENSE.txt","19/05/2026 15:05:46","ACTION"
"LICENSE.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\python_multipart-0.0.29.dist-info\licenses\LICENSE.txt","19/05/2026 15:06:43","common"
"LICENSE.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\setuptools\_vendor\wheel-0.46.3.dist-info\licenses\LICENSE.txt","19/05/2026 15:05:59","ACTION"
"LICENSE.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\urllib3-2.7.0.dist-info\licenses\LICENSE.txt","19/05/2026 15:06:37","ACTION"
"LICENSE.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\.venv\Lib\site-packages\wheel-0.47.0.dist-info\licenses\LICENSE.txt","19/05/2026 15:06:07","ACTION"
"P55A_INSTALL_REPORT_20260608_121704.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\app\mind\p5_5a_bovine_sports_genetics\P55A_INSTALL_REPORT_20260608_121704.txt","08/06/2026 12:17:08","Mind"
"P55A_INSTALL_REPORT_20260608_121704.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074551\app\mind\p5_5a_bovine_sports_genetics\P55A_INSTALL_REPORT_20260608_121704.txt","08/06/2026 12:17:08","Mind"
"P55A_INSTALL_REPORT_20260608_121704.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\ATOMIC_SNAPSHOT_20260618_074726\app\mind\p5_5a_bovine_sports_genetics\P55A_INSTALL_REPORT_20260608_121704.txt","08/06/2026 12:17:08","Mind"
"P55A_INSTALL_REPORT_20260608_121704.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\backups\P19P17_P19P21_UNIVERSAL_CONTEXT_RUNTIME_20260618_062646\app\mind\p5_5a_bovine_sports_genetics\P55A_INSTALL_REPORT_20260608_121704.txt","08/06/2026 12:17:08","Mind"
"console_output_P2071_2080B.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\data\runtime\P2071_2080\evidence\console_output_P2071_2080B.txt","18/06/2026 06:31:01","MIND"
"console_output.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\data\runtime\P2071_2080\evidence\console_output.txt","18/06/2026 06:24:25","MIND"
"console_output_P2071_2080B.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\data\runtime\P2071_2080\package\console_output_P2071_2080B.txt","18/06/2026 06:31:01","MIND"
"console_output.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\data\runtime\P2071_2080\package\console_output.txt","18/06/2026 06:24:25","MIND"
"console_output_P2081_2090.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\data\runtime\P2081_2090\evidence\console_output_P2081_2090.txt","18/06/2026 06:35:37","MIND"
"console_output_P2081_2090.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\data\runtime\P2081_2090\package\console_output_P2081_2090.txt","18/06/2026 06:35:37","MIND"
"console_output_P2091_2100.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\data\runtime\P2091_2100\evidence\console_output_P2091_2100.txt","18/06/2026 06:38:17","MIND"
"console_output_P2091_2100.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\data\runtime\P2091_2100\package\console_output_P2091_2100.txt","18/06/2026 06:38:17","MIND"
"console_output_P2101_2110.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\data\runtime\P2101_2110\evidence\console_output_P2101_2110.txt","18/06/2026 06:51:16","MIND"
"console_output_P2101_2110.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\data\runtime\P2101_2110\package\console_output_P2101_2110.txt","18/06/2026 06:51:16","MIND"
"console_output_P2111_2120.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\data\runtime\P2111_2120\evidence\console_output_P2111_2120.txt","18/06/2026 06:55:57","MIND"
"console_output_P2111_2120.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\data\runtime\P2111_2120\package\console_output_P2111_2120.txt","18/06/2026 06:55:57","MIND"
"console_output_P2121_PLUS.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\data\runtime\P2121_PLUS\evidence\console_output_P2121_PLUS.txt","18/06/2026 06:59:10","MIND"
"console_output_P2121_PLUS.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\data\runtime\P2121_PLUS\package\console_output_P2121_PLUS.txt","18/06/2026 06:59:10","MIND"
"console_output_P2131_2150.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\data\runtime\P2131_2150\evidence\console_output_P2131_2150.txt","18/06/2026 07:10:58","MIND"
"console_output_P2131_2150.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\data\runtime\P2131_2150\package\console_output_P2131_2150.txt","18/06/2026 07:10:58","MIND"
"console_output_P2151_PLUS.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\data\runtime\P2151_PLUS\evidence\console_output_P2151_PLUS.txt","18/06/2026 07:15:09","PAPER_ONLY"
"console_output_P2151_PLUS.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\data\runtime\P2151_PLUS\package\console_output_P2151_PLUS.txt","18/06/2026 07:15:09","PAPER_ONLY"
"console_output_P2161_2220.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\data\runtime\P2161_2220\evidence\console_output_P2161_2220.txt","18/06/2026 07:20:56","MIND"
"console_output_P2161_2220.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\data\runtime\P2161_2220\package\console_output_P2161_2220.txt","18/06/2026 07:20:56","MIND"
"python_files_inventory.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19P17_P19P21_UNIVERSAL_CONTEXT_RUNTIME_20260618_062646\python_files_inventory.txt","18/06/2026 06:26:56","Mind"
"audit_after.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19P18_P19P19_SHORT_FOLLOWUP_CONTEXT_FIX_20260618_063134\audit_after.txt","18/06/2026 06:36:26","MIND"
"audit_before.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19P18_P19P19_SHORT_FOLLOWUP_CONTEXT_FIX_20260618_063134\audit_before.txt","18/06/2026 06:31:34","mind"
"FINAL_REPORT.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19P18_P19P19_SHORT_FOLLOWUP_CONTEXT_FIX_20260618_063134\FINAL_REPORT.txt","18/06/2026 06:36:26","MIND"
"pytest_tests.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19P18_P19P19_SHORT_FOLLOWUP_CONTEXT_FIX_20260618_063134\pytest_tests.txt","18/06/2026 06:36:25","Mind"
"FINAL_REPORT.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19P20_MULTI_DOMAIN_CONTINUITY_CERTIFICATION_20260618_064004\FINAL_REPORT.txt","18/06/2026 06:44:43","PAPER_ONLY"
"pytest_full.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19P20_MULTI_DOMAIN_CONTINUITY_CERTIFICATION_20260618_064004\pytest_full.txt","18/06/2026 06:44:42","Mind"
"audit_entrypoints_returns.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19P21B_REAL_WHATSAPP_EXECUTION_PATH_AUDIT_AND_PATCH_20260618_072032\audit_entrypoints_returns.txt","18/06/2026 07:20:33","action"
"pytest_full.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19P21B_REAL_WHATSAPP_EXECUTION_PATH_AUDIT_AND_PATCH_20260618_072032\pytest_full.txt","18/06/2026 07:24:38","Mind"
"audit_runtime_hooks.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19P21_REAL_WHATSAPP_CERTIFICATION_20260618_065536\audit_runtime_hooks.txt","18/06/2026 07:00:22","MIND"
"pytest_full.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19P21_REAL_WHATSAPP_CERTIFICATION_20260618_065536\pytest_full.txt","18/06/2026 07:00:17","Mind"
"SHADOW_WHATSAPP_CONTRACT.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19P21_REAL_WHATSAPP_CERTIFICATION_20260618_065536\SHADOW_WHATSAPP_CONTRACT.txt","18/06/2026 07:00:22","PAPER_ONLY"
"audit_runtime_hooks.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19P21_REAL_WHATSAPP_CERTIFICATION_20260618_070304\audit_runtime_hooks.txt","18/06/2026 07:10:22","MIND"
"pytest_full.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19P21_REAL_WHATSAPP_CERTIFICATION_20260618_070304\pytest_full.txt","18/06/2026 07:10:16","Mind"
"SHADOW_WHATSAPP_CONTRACT.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19P21_REAL_WHATSAPP_CERTIFICATION_20260618_070304\SHADOW_WHATSAPP_CONTRACT.txt","18/06/2026 07:10:22","PAPER_ONLY"
"snapshot_test.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19_BACKUP_RECONSTRUCTION_ATOMIC_SNAPSHOT_20260618_074551\snapshot_test.txt","18/06/2026 07:46:07","Mind"
"snapshot_test.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19_BACKUP_RECONSTRUCTION_ATOMIC_SNAPSHOT_20260618_074726\snapshot_test.txt","18/06/2026 07:47:32","Mind"
"whatsapp_return_flow.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19_DUPLICATE_EXECUTION_PIPELINE_AUDIT_20260618_082257\whatsapp_return_flow.txt","18/06/2026 08:22:57","MIND"
"followup_test.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19_FOLLOWUP_UNIFIED_RESOLVER_ENGINE_20260618_080607\followup_test.txt","18/06/2026 08:06:07","Mind"
"audit.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19_FULL_SYNTAX_RECOVERY_RESTORE_20260618_085738\audit.txt","18/06/2026 08:57:41","MIND"
"FINAL_REPORT.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19_LEGACY_ELIMINATION_PATCH_20260618_073013\FINAL_REPORT.txt","18/06/2026 07:30:18","mind"
"legacy_router_audit.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19_LEGACY_ELIMINATION_PATCH_20260618_073013\legacy_router_audit.txt","18/06/2026 07:30:13","MIND"
"post_patch_scan.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19_LEGACY_ELIMINATION_PATCH_20260618_073013\post_patch_scan.txt","18/06/2026 07:30:13","MIND"
"pytest.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19_LEGACY_ELIMINATION_PATCH_20260618_073013\pytest.txt","18/06/2026 07:30:18","Mind"
"runtime_validation.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19_LEGACY_ELIMINATION_PATCH_20260618_073013\runtime_validation.txt","18/06/2026 07:30:18","Mind"
"FINAL_REPORT.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19_LEGACY_ELIMINATION_PATCH_20260618_073208\FINAL_REPORT.txt","18/06/2026 07:32:10","mind"
"legacy_router_audit.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19_LEGACY_ELIMINATION_PATCH_20260618_073208\legacy_router_audit.txt","18/06/2026 07:32:08","MIND"
"post_patch_scan.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19_LEGACY_ELIMINATION_PATCH_20260618_073208\post_patch_scan.txt","18/06/2026 07:32:08","MIND"
"pytest.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19_LEGACY_ELIMINATION_PATCH_20260618_073208\pytest.txt","18/06/2026 07:32:10","Mind"
"runtime_validation.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19_LEGACY_ELIMINATION_PATCH_20260618_073208\runtime_validation.txt","18/06/2026 07:32:10","Mind"
"run.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19_LEGACY_PIPELINE_KILL_SWITCH_FINAL_20260618_085216\run.txt","18/06/2026 08:52:17","Mind"
"persistence_layer.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19_MEMORY_STATE_PERSISTENCE_AUDIT_20260618_081843\persistence_layer.txt","18/06/2026 08:18:46","mind"
"run.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19_PIPELINE_COLLAPSE_TO_SINGLE_AGGREGATOR_20260618_082431\run.txt","18/06/2026 08:24:31","Mind"
"FINAL_REPORT.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19_RESTORE_AND_FIX_COPYITEM_SAFE_EXECUTION_20260618_073842\FINAL_REPORT.txt","18/06/2026 07:38:45","Mind"
"pytest.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19_RESTORE_AND_FIX_COPYITEM_SAFE_EXECUTION_20260618_073842\pytest.txt","18/06/2026 07:38:45","Mind"
"runtime_audit.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19_RESTORE_AND_FIX_COPYITEM_SAFE_EXECUTION_20260618_073842\runtime_audit.txt","18/06/2026 07:38:42","MIND"
"runtime_test.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19_RESTORE_AND_FIX_COPYITEM_SAFE_EXECUTION_20260618_073842\runtime_test.txt","18/06/2026 07:38:42","Mind"
"final_audit.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19_SINGLE_EXIT_POINT_ENFORCEMENT_20260618_090003\final_audit.txt","18/06/2026 09:00:04","MIND"
"returns.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19_SINGLE_EXIT_POINT_ENFORCEMENT_20260618_090003\returns.txt","18/06/2026 09:00:03","MIND"
"run.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19_SINGLE_EXIT_POINT_ENFORCEMENT_20260618_090003\run.txt","18/06/2026 09:00:03","Mind"
"audit_pipeline.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19_UNIFIED_RUNTIME_RECOVERY_AND_CERTIFICATION_20260618_075131\audit_pipeline.txt","18/06/2026 07:51:40","action"
"FINAL_REPORT.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19_UNIFIED_RUNTIME_RECOVERY_AND_CERTIFICATION_20260618_075131\FINAL_REPORT.txt","18/06/2026 07:57:07","Mind"
"runtime_test.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19_UNIFIED_RUNTIME_RECOVERY_AND_CERTIFICATION_20260618_075131\runtime_test.txt","18/06/2026 07:51:39","MIND"
"audit_pipeline.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19_UNIFIED_RUNTIME_RECOVERY_AND_CERTIFICATION_20260618_075931\audit_pipeline.txt","18/06/2026 07:59:37","action"
"FINAL_REPORT.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19_UNIFIED_RUNTIME_RECOVERY_AND_CERTIFICATION_20260618_075931\FINAL_REPORT.txt","18/06/2026 08:04:09","Mind"
"runtime_test.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P19_UNIFIED_RUNTIME_RECOVERY_AND_CERTIFICATION_20260618_075931\runtime_test.txt","18/06/2026 07:59:37","MIND"
"GIT_STATUS_BEFORE.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\GIT_STATUS_BEFORE.txt","18/06/2026 06:25:02","mind"
"GIT_STATUS_FAIL_FULL.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\GIT_STATUS_FAIL_FULL.txt","18/06/2026 06:27:07","mind"
"LEVEL_C_AUDITOR_OUTPUT.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\LEVEL_C_AUDITOR_OUTPUT.txt","18/06/2026 06:25:30","Mind"
"PYTEST_FULL.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\PYTEST_FULL.txt","18/06/2026 06:27:06","Mind"
"P55A_INSTALL_REPORT_20260608_121704.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\app\mind\p5_5a_bovine_sports_genetics\P55A_INSTALL_REPORT_20260608_121704.txt","08/06/2026 12:17:08","Mind"
"console_output.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\data\runtime\P2071_2080\evidence\console_output.txt","18/06/2026 06:24:25","MIND"
"console_output.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\evidence\P4.51_LEVEL_C_FULL_AUDIT_20260618_062425\backup\data\runtime\P2071_2080\package\console_output.txt","18/06/2026 06:24:25","MIND"
"00_path.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\PTO_EXPORT_20260610_130626\00_path.txt","10/06/2026 13:06:26","Mind"
"01_root_inventory.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\PTO_EXPORT_20260610_130626\01_root_inventory.txt","10/06/2026 13:06:26","mind"
"03_results_csv_dump.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\PTO_EXPORT_20260610_130626\03_results_csv_dump.txt","10/06/2026 13:06:27","Mind"
"00_path.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\PTO_EXPORT_20260610_131134\00_path.txt","10/06/2026 13:11:34","Mind"
"01_root_inventory.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\PTO_EXPORT_20260610_131134\01_root_inventory.txt","10/06/2026 13:11:34","mind"
"03_results_csv_dump.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\PTO_EXPORT_20260610_131134\03_results_csv_dump.txt","10/06/2026 13:11:35","Mind"
"daily_run_20260614_150234.log","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P1000_AUTONOMOUS_DAILY_SCHEDULER\logs\daily_run_20260614_150234.log","14/06/2026 15:08:30","symbol"
"daily_run_20260614_150934.log","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P1000_AUTONOMOUS_DAILY_SCHEDULER\logs\daily_run_20260614_150934.log","14/06/2026 15:15:18","symbol"
"daily_run_20260614_152522.log","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P1000_AUTONOMOUS_DAILY_SCHEDULER\logs\daily_run_20260614_152522.log","14/06/2026 15:30:47","symbol"
"daily_run_20260614_161757.log","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P1000_AUTONOMOUS_DAILY_SCHEDULER\logs\daily_run_20260614_161757.log","14/06/2026 16:23:20","symbol"
"daily_run_20260615_162409.log","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P1000_AUTONOMOUS_DAILY_SCHEDULER\logs\daily_run_20260615_162409.log","15/06/2026 16:29:33","ORDER"
"daily_run_20260615_163616.log","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P1000_AUTONOMOUS_DAILY_SCHEDULER\logs\daily_run_20260615_163616.log","15/06/2026 16:41:43","ORDER"
"master_run_20260614_152521.log","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P1001_AUTONOMOUS_MASTER_ORCHESTRATOR\logs\master_run_20260614_152521.log","14/06/2026 15:30:48","symbol"
"master_run_20260614_161756.log","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P1001_AUTONOMOUS_MASTER_ORCHESTRATOR\logs\master_run_20260614_161756.log","14/06/2026 16:23:21","symbol"
"master_run_20260615_162408.log","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P1001_AUTONOMOUS_MASTER_ORCHESTRATOR\logs\master_run_20260615_162408.log","15/06/2026 16:29:36","ORDER"
"master_run_20260615_163616.log","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P1001_AUTONOMOUS_MASTER_ORCHESTRATOR\logs\master_run_20260615_163616.log","15/06/2026 16:41:45","ORDER"
"p16_reconciliation_matrix.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\reports\P16_RECONCILIATION\p16_reconciliation_matrix.txt","11/06/2026 11:46:09","ACTION"
"3_progeny.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\reports\P5.6G48_PRIMARY_SOURCE_EXTRACTION_TIER1\3_progeny.txt","14/06/2026 21:03:07","common"
"007_5a8222af97.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\reports\P5.6G61F_FETCH_HIGH_QUALITY_FULL_TEXT\txt\007_5a8222af97.txt","14/06/2026 22:18:33","order"
"008_5a8222af97.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\reports\P5.6G61F_FETCH_HIGH_QUALITY_FULL_TEXT\txt\008_5a8222af97.txt","14/06/2026 22:18:35","order"
"012_5a8222af97.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\reports\P5.6G61F_FETCH_HIGH_QUALITY_FULL_TEXT\txt\012_5a8222af97.txt","14/06/2026 22:18:39","order"
"014_5a8222af97.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\reports\P5.6G61F_FETCH_HIGH_QUALITY_FULL_TEXT\txt\014_5a8222af97.txt","14/06/2026 22:18:42","order"
"016_5a8222af97.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\reports\P5.6G61F_FETCH_HIGH_QUALITY_FULL_TEXT\txt\016_5a8222af97.txt","14/06/2026 22:18:45","order"
"017_5a8222af97.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\reports\P5.6G61F_FETCH_HIGH_QUALITY_FULL_TEXT\txt\017_5a8222af97.txt","14/06/2026 22:18:47","order"
"019_5a8222af97.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\reports\P5.6G61F_FETCH_HIGH_QUALITY_FULL_TEXT\txt\019_5a8222af97.txt","14/06/2026 22:18:50","order"
"020_6bfc2b946e.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\reports\P5.6G61F_FETCH_HIGH_QUALITY_FULL_TEXT\txt\020_6bfc2b946e.txt","14/06/2026 22:18:51","action"
"021_5a8222af97.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\reports\P5.6G61F_FETCH_HIGH_QUALITY_FULL_TEXT\txt\021_5a8222af97.txt","14/06/2026 22:18:54","order"
"023_5a8222af97.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\reports\P5.6G61F_FETCH_HIGH_QUALITY_FULL_TEXT\txt\023_5a8222af97.txt","14/06/2026 22:18:57","order"
"024_5a8222af97.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\reports\P5.6G61F_FETCH_HIGH_QUALITY_FULL_TEXT\txt\024_5a8222af97.txt","14/06/2026 22:18:59","order"
"025_5a8222af97.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\reports\P5.6G61F_FETCH_HIGH_QUALITY_FULL_TEXT\txt\025_5a8222af97.txt","14/06/2026 22:19:01","order"
"027_5a8222af97.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\reports\P5.6G61F_FETCH_HIGH_QUALITY_FULL_TEXT\txt\027_5a8222af97.txt","14/06/2026 22:19:04","order"
"030_5a8222af97.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\reports\P5.6G61F_FETCH_HIGH_QUALITY_FULL_TEXT\txt\030_5a8222af97.txt","14/06/2026 22:19:08","order"
"032_5a8222af97.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\reports\P5.6G61F_FETCH_HIGH_QUALITY_FULL_TEXT\txt\032_5a8222af97.txt","14/06/2026 22:19:11","order"
"036_5a8222af97.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\reports\P5.6G61F_FETCH_HIGH_QUALITY_FULL_TEXT\txt\036_5a8222af97.txt","14/06/2026 22:19:16","order"
"039_32cf0df75b.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\reports\P5.6G61F_FETCH_HIGH_QUALITY_FULL_TEXT\txt\039_32cf0df75b.txt","14/06/2026 22:19:18","order"
"040_5a8222af97.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\reports\P5.6G61F_FETCH_HIGH_QUALITY_FULL_TEXT\txt\040_5a8222af97.txt","14/06/2026 22:19:20","order"
"048_32cf0df75b.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\reports\P5.6G61F_FETCH_HIGH_QUALITY_FULL_TEXT\txt\048_32cf0df75b.txt","14/06/2026 22:19:27","order"
"049_5a8222af97.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\reports\P5.6G61F_FETCH_HIGH_QUALITY_FULL_TEXT\txt\049_5a8222af97.txt","14/06/2026 22:19:29","order"
"051_5a8222af97.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\reports\P5.6G61F_FETCH_HIGH_QUALITY_FULL_TEXT\txt\051_5a8222af97.txt","14/06/2026 22:19:35","order"
"055_5a8222af97.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\reports\P5.6G61F_FETCH_HIGH_QUALITY_FULL_TEXT\txt\055_5a8222af97.txt","14/06/2026 22:19:40","order"
"056_a100707f3a.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\reports\P5.6G61F_FETCH_HIGH_QUALITY_FULL_TEXT\txt\056_a100707f3a.txt","14/06/2026 22:19:41","order"
"059_5a8222af97.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\reports\P5.6G61F_FETCH_HIGH_QUALITY_FULL_TEXT\txt\059_5a8222af97.txt","14/06/2026 22:19:44","order"
"063_0c7ce4fd57.txt","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\reports\P5.6G61F_FETCH_HIGH_QUALITY_FULL_TEXT\txt\063_0c7ce4fd57.txt","14/06/2026 22:19:47","order"
